123	2	6
24A4B56	13	6
31	8	9
4212525	6	5
11011111	2	15
2252	9	6
66	7	2
531073	8	2
53	6	4
20022000	3	9
1305433	6	15
503368186	10	5
23	9	3
323031	4	16
77256576	9	8
386405820	9	3
949	11	4
792BC7C	16	12
0	2	10
0	10	2
0	16	8
FFFFFFFF	16	10
11111111	2	10
10000000	2	16
ZZZZZ	36	10
123456789	10	16
ABCDEF	16	10
777777	8	10
1234567	8	16
DEADBEEF	16	2
CAFEBABE	16	8
1	2	10
1	10	2
1	16	8
G	17	10
H	18	10
Z	36	2
23	6	10
89	8	10
FF	15	10
ABC	11	10
156000	-2	10
951	15	18
695425054	10	-3
1234	0	10
5678	1	10
ABCD	10	16
XYZ	20	10
999	9	10
888	8	10
777	7	10
12345	-5	10
98765	10	-7
0	0	10
0	10	0
1	1	10
10101010	2	8
12121212	3	9
20202020	3	4
FEDCBA98	16	10
87654321	10	16
11111111111111111111	2	10
ZYXWVUTSRQPONMLKJIHGFEDCBA	36	10
1000000000000	10	2
7FFFFFFF	16	10
80000000	16	10
FFFF	16	2
10000	10	16
99999	10	8
12345678	9	10
ABCDEFGH	18	10
100	2	10
100	8	10
100	10	16
100	16	10
2147483647	10	16
-1234	10	16
-ABCD	16	10
1234	10	-8
QRSTUV	32	10
101010	2	3
202020	3	2
1111111111111111	2	16
GGGGG	17	10
12G	17	10
34H	18	10
ZZZ	36	16
1A2B3C	16	10
9876543210	10	2
13579	10	16
2468	10	8
147	8	2
258	9	3
369	10	4
1000000	10	36
36	10	36
35	10	36
10	36	10
100	36	10
A0B0C0	16	10
881A361A	11	5
7A92A01	11	12
1A97A49B4	13	5
1201111002	3	11
9199	11	13
30	12	10
5102235	7	10
3024123	7	3
11333	4	9
876385314	9	7
11010	3	3
23	7	6
6DD30B4	16	4
39723	12	8
58522720	9	5
30401C8	14	10
6930B752	13	5
111	2	16
70C2	13	5
30606	7	2
ECF	16	14
241212343	5	4
28009770	13	15
4F0A	16	11
639	10	12
64D2AC	14	15
45403	6	16
1111	2	10
2222	3	10
3333	4	10
4444	5	10
5555	6	10
6666	7	10
7777	8	10
8888	9	10
9999	10	10
AAAA	11	10
BBBB	12	10
CCCC	13	10
DDDD	14	10
EEEE	15	10
FFFF	16	10
GGGG	17	10
HHHH	18	10
10	2	10
10	3	10
10	4	10
10	5	10
10	6	10
10	7	10
10	8	10
10	9	10
10	10	10
10	11	10
10	12	10
10	13	10
10	14	10
10	15	10
10	16	10
10	17	10
10	18	10
10	36	10
11	2	3
22	3	4
33	4	5
44	5	6
55	6	7
66	7	8
77	8	9
88	9	10
99	10	11
AA	11	12
BB	12	13
CC	13	14
DD	14	15
EE	15	16
FF	16	17
GG	17	18
HH	18	2
101	2	10
102	3	10
103	4	10
104	5	10
105	6	10
106	7	10
107	8	10
108	9	10
109	10	10
10A	11	10
10B	12	10
10C	13	10
10D	14	10
10E	15	10
10F	16	10
10G	17	10
10H	18	10
1010	2	8
1111	2	8
10000	2	8
11111	2	8
100000	2	8
111111	2	8
1000000	2	8
1111111	2	8
10000000	2	8
11111111	2	8
100000000	2	8
111111111	2	8
1000000000	2	8
1111111111	2	8
12	3	9
21	3	9
120	3	9
210	3	9
1200	3	9
2100	3	9
12000	3	9
21000	3	9
120000	3	9
210000	3	9
ABCDEF0123456789	16	10
0123456789ABCDEF	16	10
FEDCBA9876543210	16	10
1234567890ABCDEF	16	2
ABCDEF1234567890	16	2
0	2	2
0	3	3
0	8	8
0	10	10
0	16	16
1	2	2
1	3	3
1	8	8
1	10	10
1	16	16
12345	6	10
23456	7	10
34567	8	10
45678	9	10
56789	10	10
6789A	11	10
789AB	12	10
89ABC	13	10
9ABCD	14	10
ABCDE	15	10
BCDEF	16	10
CDEFG	17	10
DEFGH	18	10
1Z	36	10
2Y	36	10
3X	36	10
4W	36	10
5V	36	10
6U	36	10
7T	36	10
8S	36	10
9R	36	10
AQ	36	10
BP	36	10
CO	36	10
DN	36	10
EM	36	10
FL	36	10
GK	36	10
HJ	36	10
II	36	10
99	10	2
999	10	2
9999	10	2
99999	10	2
999999	10	2
9999999	10	2
99999999	10	2
999999999	10	2
9999999999	10	2
77	8	2
777	8	2
7777	8	2
77777	8	2
777777	8	2
7777777	8	2
FF	16	2
FFF	16	2
FFFF	16	2
FFFFF	16	2
FFFFFF	16	2
FFFFFFF	16	2
FFFFFFFF	16	2
1234567890	11	10
234567890A	11	10
34567890AB	12	10
4567890ABC	13	10
567890ABCD	14	10
67890ABCDE	15	10
7890ABCDEF	16	10
890ABCDEFG	17	10
90ABCDEFGH	18	10
0ABCDEFGHI	19	10
ABCDEFGHIJ	20	10
BCDEFGHIJK	21	10
CDEFGHIJKL	22	10
DEFGHIJKLM	23	10
EFGHIJKLMN	24	10
FGHIJKLMNO	25	10
GHIJKLMNOP	26	10
HIJKLMNOPQ	27	10
IJKLMNOPQR	28	10
JKLMNOPQRS	29	10
KLMNOPQRST	30	10
LMNOPQRSTU	31	10
MNOPQRSTUV	32	10
NOPQRSTUVW	33	10
OPQRSTUVWX	34	10
PQRSTUVWXY	35	10
QRSTUVWXYZ	36	10
-1	10	2
-10	10	2
-100	10	2
-1000	10	2
-10000	10	2
-1	10	16
-10	10	16
-100	10	16
-1000	10	16
-10000	10	16
-FF	16	10
-FFF	16	10
-FFFF	16	10
-FFFFF	16	10
-FFFFFF	16	10
123	-2	10
456	-3	10
789	-4	10
ABC	-5	10
DEF	-6	10
123	10	-2
456	10	-3
789	10	-4
ABC	16	-5
DEF	16	-6
0	-1	10
1	-1	10
10	-1	10
100	-1	10
1000	-1	10
0	10	-1
1	10	-1
10	10	-1
100	10	-1
1000	10	-1
12	0	10
123	0	10
1234	0	10
12345	0	10
123456	0	10
12	1	10
123	1	10
1234	1	10
12345	1	10
123456	1	10
12	10	0
123	10	0
1234	10	0
12345	10	0
123456	10	0
12	10	1
123	10	1
1234	10	1
12345	10	1
123456	10	1
2	2	10
3	3	10
4	4	10
5	5	10
6	6	10
7	7	10
8	8	10
9	9	10
A	10	10
B	11	10
C	12	10
D	13	10
E	14	10
F	15	10
G	16	10
H	17	10
I	18	10
J	19	10
K	20	10
L	21	10
M	22	10
N	23	10
O	24	10
P	25	10
Q	26	10
R	27	10
S	28	10
T	29	10
U	30	10
V	31	10
W	32	10
X	33	10
Y	34	10
Z	35	10
22	3	10
33	4	10
44	5	10
55	6	10
66	7	10
77	8	10
88	9	10
99	10	10
AA	11	10
BB	12	10
CC	13	10
DD	14	10
EE	15	10
FF	16	10
GG	17	10
HH	18	10
II	19	10
JJ	20	10
KK	21	10
LL	22	10
MM	23	10
NN	24	10
OO	25	10
PP	26	10
QQ	27	10
RR	28	10
SS	29	10
TT	30	10
UU	31	10
VV	32	10
WW	33	10
XX	34	10
YY	35	10
ZZ	36	10
1000000000000000	2	16
2000000000000000	3	16
3000000000000000	4	16
4000000000000000	5	16
5000000000000000	6	16
6000000000000000	7	16
7000000000000000	8	16
8000000000000000	9	16
9000000000000000	10	16
A000000000000000	11	16
B000000000000000	12	16
C000000000000000	13	16
D000000000000000	14	16
E000000000000000	15	16
F000000000000000	16	16
G000000000000000	17	16
H000000000000000	18	16
1357924680	10	2
2468013579	10	3
3579124680	10	4
4680235791	10	5
5791346802	10	6
6802457913	10	7
7913568024	10	8
8024679135	10	9
9135780246	10	11
ABCDEF	16	2
BCDEFA	16	3
CDEFAB	16	4
DEFABC	16	5
EFABCD	16	6
FABCDE	16	7
12345678901234567890	10	16
23456789012345678901	10	16
34567890123456789012	10	16
45678901234567890123	10	16
56789012345678901234	10	16
67890123456789012345	10	16
78901234567890123456	10	16
89012345678901234567	10	16
90123456789012345678	10	16
1A2B3C4D5E6F	16	10
2B3C4D5E6F1A	16	10
3C4D5E6F1A2B	16	10
4D5E6F1A2B3C	16	10
5E6F1A2B3C4D	16	10
6F1A2B3C4D5E	16	10
7F1A2B3C4D5E	16	10
8F1A2B3C4D5E	16	10
9F1A2B3C4D5E	16	10
AF1A2B3C4D5E	16	10
BF1A2B3C4D5E	16	10
CF1A2B3C4D5E	16	10
DF1A2B3C4D5E	16	10
EF1A2B3C4D5E	16	10
FF1A2B3C4D5E	16	10
10203040506070809	10	2
20304050607080901	10	3
30405060708090102	10	4
40506070809010203	10	5
50607080901020304	10	6
60708090102030405	10	7
70809010203040506	10	8
80901020304050607	10	9
90102030405060708	10	11
1111111111	2	36
2222222222	3	36
3333333333	4	36
4444444444	5	36
5555555555	6	36
6666666666	7	36
7777777777	8	36
8888888888	9	36
9999999999	10	36
AAAAAAAAA	11	36
BBBBBBBBB	12	36
CCCCCCCCC	13	36
DDDDDDDDD	14	36
EEEEEEEEE	15	36
FFFFFFFFF	16	36
GGGGGGGGG	17	36
HHHHHHHHH	18	36
1Z2Y3X4W5V	36	2
2Y3X4W5V6U	36	3
3X4W5V6U7T	36	4
4W5V6U7T8S	36	5
5V6U7T8S9R	36	6
6U7T8S9RAQ	36	7
7T8S9RAQBP	36	8
8S9RAQBPCO	36	9
9RAQBPCODN	36	10
AQBPCODNEM	36	11
BPCODNEMFL	36	12
CODNEMFLGK	36	13
DNEMFLGKHJ	36	14
EMFLGKHJII	36	15
FLGKHJII1Z	36	16
GKHJII1Z2Y	36	17
HJII1Z2Y3X	36	18
7FFFFFFFFFFFFFFF	16	10
8000000000000000	16	10
FFFFFFFFFFFFFFFF	16	10
1111111111111111111111111111111111111111	2	10
2222222222222222222222222222222222222222	3	10
3333333333333333333333333333333333333333	4	10
10000000000000000000000000000000	2	10
20000000000000000000000000000000	3	10
30000000000000000000000000000000	4	10
1234567890ABCDEFGHIJKLMNOPQRSTUVWXYZ	36	10
ZYXWVUTSRQPONMLKJIHGFEDCBA0987654321	36	10
13579BDFHJLNPRTVXZ	36	10
2468ACEGIKMOQSUWY	36	10
147ADGJMPSVY	36	10
258BEHKNQTWZ	36	10
369CFILORUX	36	10
1010101010101010	2	10
2020202020202020	3	10
1212121212121212	3	10
1001001001001001	2	10
2002002002002002	3	10
1221122112211221	3	10
10101	2	36
20202	3	36
12121	3	36
21212	3	36
10001	2	36
20002	3	36
12321	4	36
43234	5	36
54345	6	36
65456	7	36
76567	8	36
87678	9	36
98789	10	36
A9A	11	36
BAB	12	36
CBC	13	36
DCD	14	36
EDE	15	36
FEF	16	36
GFG	17	36
HGH	18	36
2147483648	10	2
4294967295	10	2
4294967296	10	2
9223372036854775807	10	2
18446744073709551615	10	2
7FFFFFFF	16	2
80000000	16	2
FFFFFFFF	16	2
7FFFFFFFFFFFFFFF	16	2
8000000000000000	16	2
FFFFFFFFFFFFFFFF	16	2
1234567890987654321	10	16
9876543210123456789	10	16
1111222233334444	10	16
5555666677778888	10	16
9999AAAABBBBCCCC	16	10
DDDDEEEEFFFF0000	16	10
1A1B1C1D1E1F	16	10
2A2B2C2D2E2F	16	10
3A3B3C3D3E3F	16	10
4A4B4C4D4E4F	16	10
5A5B5C5D5E5F	16	10
6A6B6C6D6E6F	16	10
7A7B7C7D7E7F	16	10
8A8B8C8D8E8F	16	10
9A9B9C9D9E9F	16	10
11111	2	2
22222	3	3
33333	4	4
44444	5	5
55555	6	6
66666	7	7
77777	8	8
88888	9	9
99999	10	10
AAAAA	11	11
BBBBB	12	12
CCCCC	13	13
DDDDD	14	14
EEEEE	15	15
FFFFF	16	16
GGGGG	17	17
HHHHH	18	18
1	37	10
1	38	10
1	100	10
1	-100	10
ABC	2	10
DEF	3	10
GHI	4	10
JKL	5	10
MNO	6	10
PQR	7	10
STU	8	10
VWX	9	10
YZ	10	10
123G	16	10
456H	17	10
789I	18	10
ABCZ	35	10
12345678901234567890123456789012345678901234567890	10	2
ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789	36	2
ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ	36	2
10000000000000000000000000000000000000000000000000	2	10
20000000000000000000000000000000000000000000000000	3	10
1	2	36
2	3	36
3	4	36
4	5	36
5	6	36
6	7	36
7	8	36
8	9	36
9	10	36
A	11	36
B	12	36
C	13	36
D	14	36
E	15	36
F	16	36
G	17	36
H	18	36
12345	10	2
23456	10	3
34567	10	4
45678	10	5
56789	10	6
67890	10	7
78901	10	8
89012	10	9
90123	10	11
ABCDE	16	2
BCDEF	16	3
CDEF0	16	4
DEF01	16	5
EF012	16	6
F0123	16	7
10111213141516171819	20	10
20212223242526272829	30	10
30313233343536373839	36	10
1A1A1A1A1A	16	10
2B2B2B2B2B	16	10
3C3C3C3C3C	16	10
4D4D4D4D4D	16	10
5E5E5E5E5E	16	10
6F6F6F6F6F	16	10
1000000000000000000000000000000000000001	2	10
2000000000000000000000000000000000000002	3	10
1212121212121212121212121212121212121212	3	10
2121212121212121212121212121212121212121	3	10
1001001001001001001001001001001001001001	2	10
2002002002002002002002002002002002002002	3	10
111000111000111000111000111000111000111	2	10
222111222111222111222111222111222111222	3	10
101010101010101010101010101010101010101	2	10
202020202020202020202020202020202020202	3	10
123456789	10	36
987654321	10	36
192837465	10	36
564738291	10	36
ABCDEF123	16	36
123ABCDEF	16	36
FEDCBA987	16	36
789FEDCBA	16	36
1Z2Y3X4W5V6U7T8S9R	36	16
ZYXWVUTSRQPONMLKJI	36	16
9876543210ABCDEFGH	18	2
HGFEDCBA0123456789	18	2
1357924680BDFHJLNP	20	2
PNLJHFDB0864297531	20	2
2468013579ACEGIKMO	20	2
OMKIGECA9753108642	20	2
1111111111111111111111111111111111111111111111111111111111111111	2	10
2222222222222222222222222222222222222222222222222222222222222222	3	10
1212121212121212121212121212121212121212121212121212121212121212	3	10
2121212121212121212121212121212121212121212121212121212121212121	3	10
10101010101010101010101010101010101010101010101010101010101010	2	10
20202020202020202020202020202020202020202020202020202020202020	3	10
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF	16	10
ABCDEFABCDEFABCDEFABCDEFABCDEFABCDEFABCDEFABCDEFABCDEFABCDEF	16	10
123456789012345678901234567890123456789012345678901234567890	10	16
987654321098765432109876543210987654321098765432109876543210	10	16
ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ	36	10
1234567890ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890ABCDEFGHIJKLMNOPQRSTUVWXYZ	36	10
1	2	3
1	3	2
10	2	3
10	3	2
100	2	3
100	3	2
1000	2	3
1000	3	2
10000	2	3
10000	3	2
100000	2	3
100000	3	2
1000000	2	3
1000000	3	2
10000000	2	3
10000000	3	2
100000000	2	3
100000000	3	2
1000000000	2	3
1000000000	3	2
1	16	36
10	16	36
100	16	36
1000	16	36
10000	16	36
100000	16	36
1000000	16	36
10000000	16	36
100000000	16	36
1000000000	16	36
A	16	36
AA	16	36
AAA	16	36
AAAA	16	36
AAAAA	16	36
AAAAAA	16	36
AAAAAAA	16	36
AAAAAAAA	16	36
AAAAAAAAAA	16	36
Z	36	16
ZZ	36	16
ZZZ	36	16
ZZZZ	36	16
ZZZZZ	36	16
ZZZZZZ	36	16
ZZZZZZZ	36	16
ZZZZZZZZ	36	16
ZZZZZZZZZ	36	16
ZZZZZZZZZZ	36	16
